objid,u,g,r,i,z,ra,dec,flags_r,nvote,elliptical,spiralclock,spiralanticlock,edgeon,dontknow,merger
1237660765374906578,18.4328,16.55552,15.5372,15.06532,14.71986,130.379512348741,30.8305554010719,6755674587430928,58,0.913999974727631,0,0,0.017000000923872,0.017000000923872,0.0520000010728836
1237660765375693152,18.26768,16.97561,16.33855,15.96094,15.73633,132.175763379102,31.714419087137,6755674587430928,23,0.609000027179718,0,0.0869999974966049,0.261000007390976,0.0430000014603138,0
1237660765376348341,18.46019,17.37708,16.91308,16.58249,16.39463,133.62857746764,32.533311191401,4503874798911488,62,0.5,0,0.0810000002384186,0.305999994277954,0.112999998033047,0
1237660765378052284,18.5007,17.63264,17.29984,17.02114,16.92702,137.561426627283,34.6281941364232,4503874840854600,43,0.44200000166893,0.0469999983906746,0.256000012159348,0.0700000002980232,0.186000004410744,0
1237660765378248765,17.2448,15.96265,15.46065,15.26803,15.48796,137.962393926266,34.9632389757581,6755674588614672,28,0.10700000077486,0.0710000023245811,0.179000005125999,0.28600001335144,0.28600001335144,0.0710000023245811
1237660765378314404,15.42543,14.13535,13.45317,13.11813,12.77801,138.184887801703,34.9255663488905,6755674587562000,66,0.0610000006854534,0.0450000017881393,0.864000022411346,0.0149999996647239,0.0149999996647239,0
1237660765379035244,18.22593,16.8954,16.4551,16.19289,16.05869,139.82881512855,35.7440523200956,6755674587430928,31,0.0970000028610229,0.0320000015199184,0,0.194000005722046,0.12899999320507,0.547999978065491
1237660765379362985,18.71788,17.63769,17.13487,16.80953,16.62992,140.737061408165,36.1711421057096,4503874773745664,28,0.64300000667572,0.10700000077486,0,0.10700000077486,0.14300000667572,0
1237660765381066932,18.53933,17.39315,16.82615,16.49806,16.29688,145.021224141737,37.9716326902869,4503874782134784,50,0.540000021457672,0.119999997317791,0.0399999991059303,0.200000002980232,0.100000001490116,0
1237660765381197997,18.86261,18.20564,17.98512,17.94119,17.68838,145.282832284264,38.1977601647246,6755674587430928,65,0.108000002801418,0.046000000089407,0.061999998986721,0.061999998986721,0.323000013828278,0.400000005960464
1237660765912695012,18.97313,17.11819,16.25723,15.8379,15.51057,132.167302646767,32.1883190863519,6755674587430928,31,0.483999997377396,0.0320000015199184,0.0649999976158142,0.354999989271164,0.0320000015199184,0.0320000015199184
1237660765914923052,18.72753,16.82072,15.93154,15.49803,15.16655,137.256476837461,34.9886603520947,6755674587430928,39,0.0260000005364418,0,0.897000014781952,0,0.0260000005364418,0.0509999990463257
1237660765915513010,17.46179,15.49512,14.62962,14.18114,13.79466,138.639763819281,35.7175641138322,6755674587430928,25,0.200000002980232,0,0.0399999991059303,0.759999990463257,0,0
1237660957566304682,17.95483,17.07938,16.73855,16.37452,16.32584,114.829324197658,18.732244514114,6755674587430928,27,0.444000005722046,0.0370000004768372,0.0740000009536743,0.185000002384186,0.222000002861023,0.0370000004768372
1237660957569450152,15.09035,13.66754,12.86904,12.50317,12.19417,120.782693143807,23.3918255796677,6755674587562000,68,0.0149999996647239,0,0.985000014305115,0,0,0
1237660957570171060,18.54905,17.45029,16.94353,16.53836,16.35702,122.2386561902,24.3486931569945,6755674587430928,39,0.30799999833107,0,0.0260000005364418,0.589999973773956,0.0769999995827675,0
1237660957570629928,18.25492,16.26466,15.29915,14.8389,14.48326,123.111245339755,25.0224586899275,6755674587430928,36,0.888999998569489,0.0280000008642673,0,0,0.0280000008642673,0.0560000017285347
1237660957572071549,16.42526,15.23423,14.69286,14.41297,14.22893,125.874409306955,27.1365099111411,6755674587566096,32,0.0309999994933605,0.811999976634979,0,0.0939999967813492,0,0.061999998986721
1237660958102061855,18.67979,16.94256,16.07669,15.61208,15.29912,112.641685796956,17.3698774153755,6755674587562000,41,0.537000000476837,0,0.0979999974370003,0.0979999974370003,0.0240000002086163,0.244000002741814
1237660958102323845,18.98013,17.80638,17.46659,17.26158,17.13101,113.156222571143,17.6544802539415,6755674587430928,22,0.226999998092651,0.317999988794327,0,0.136000007390976,0.136000007390976,0.181999996304512
1237660958102520094,18.70394,16.81766,15.87756,15.43815,15.07742,113.515507432121,17.9923524842531,6755674587430928,27,0.370000004768372,0,0.111000001430511,0.370000004768372,0.0370000004768372,0.111000001430511
1237660958102651740,18.40482,16.92872,16.28149,15.90403,15.66134,113.759794842962,18.2368691693185,6755674587430928,36,0.111000001430511,0.0280000008642673,0.111000001430511,0.694000005722046,0,0.0560000017285347
1237660958102848172,18.28964,16.63927,15.83604,15.41633,15.11117,113.999840431722,18.5391559152477,4503874773880848,60,0.0329999998211861,0.782999992370605,0,0.100000001490116,0.017000000923872,0.0670000016689301
1237660958102848173,18.45431,16.4897,15.54748,15.10546,14.78452,113.995147639939,18.5417996629513,6755674587566096,62,0.694000005722046,0.0480000004172325,0,0,0,0.257999986410141
1237660958103109863,18.57082,16.68084,15.78231,15.31346,14.96385,114.53946730153,18.8878982012414,6755674587562000,32,0.781000018119812,0,0,0.156000003218651,0,0.061999998986721
1237660958103175935,17.71549,16.42689,15.80559,15.40579,15.18442,114.709264687872,18.9975829388536,6755674587430928,57,0.174999997019768,0.104999996721745,0.193000003695488,0.316000014543533,0.0879999995231628,0.123000003397465
1237660958103306589,18.71905,17.44092,16.72519,16.28735,16.01138,114.868407946973,19.1178988371964,6755674587566096,47,0.552999973297119,0.0430000014603138,0.128000006079674,0.190999999642372,0.0850000008940697,0
1237660958105338004,18.8967,16.96802,15.99839,15.42814,15.15257,118.582893121183,22.2546822384071,6755674587562000,25,0.119999997317791,0,0,0.560000002384186,0.0799999982118607,0.239999994635582
1237660958106124528,17.11768,15.25548,14.38721,13.96473,13.64773,120.016879463013,23.4378536470453,6755674587566096,23,0.739000022411346,0,0,0.0430000014603138,0,0.216999992728233
1237660958106583481,18.62515,16.70383,15.82253,15.40826,15.08015,121.087328154791,24.0127152644633,6755674587562000,24,0.833000004291534,0,0,0.125,0.0419999994337559,0
1237660958107041910,18.87232,17.31929,16.66095,16.28328,16.07335,121.920252090599,24.6870786835111,4503874774794256,40,0.200000002980232,0,0.600000023841858,0.200000002980232,0,0
1237660958107763048,18.04958,16.8557,16.36453,16.07597,15.84335,123.312043690156,25.7796504721172,6755674587562000,37,0.351000010967255,0.0540000014007092,0.0540000014007092,0.324000000953674,0.0540000014007092,0.162000000476837
1237660958108090551,18.75562,18.01925,17.71373,17.46276,17.44549,123.926076105362,26.1951494326114,6755674587430928,34,0.206000000238419,0.028999999165535,0.028999999165535,0.175999999046326,0.206000000238419,0.352999985218048
1237660958645420254,17.4085,15.71092,15.0177,14.64785,14.41453,124.657849402947,27.1520547869216,6755674587430928,61,0.0160000007599592,0.967000007629395,0,0,0,0.0160000007599592
1237657591387848897,17.86203,16.2836,15.49996,15.02833,14.68935,150.38234047143,50.3638077987467,6755674587566096,16,0.061999998986721,0.125,0.312000006437302,0.437999993562698,0,0.061999998986721
1237657591388504349,18.60658,17.67219,17.30353,17.19253,17.14535,152.549169917566,51.212421744425,6755674587430928,30,0.566999971866608,0.100000001490116,0,0.133000001311302,0.200000002980232,0
1237657591389028539,18.73112,16.8119,15.88578,15.40894,15.03329,154.360357542537,51.5870873455804,6755674587430928,34,0.264999985694885,0,0,0.735000014305115,0,0
1237657591389290653,18.95504,17.69541,17.33328,17.09522,17.01225,154.997176195562,51.9492812012226,6755674587430928,41,0.122000001370907,0,0.26800000667572,0.41499999165535,0.145999997854233,0.0489999987185001
1237657591389487244,18.27749,16.42607,15.5296,15.12669,14.80897,155.695330568872,52.0478664116311,6755674587566096,55,0.873000025749207,0,0,0,0.0729999989271164,0.0549999997019768
1237657591389946037,18.79892,17.29821,16.49102,16.09138,15.78438,157.37328175699,52.4158751423769,6755674587430928,57,0.0179999992251396,0,0.964999973773956,0,0,0.0179999992251396
1237657591390273773,18.03885,16.14034,15.24767,14.83226,14.53588,158.512416535883,52.8074012927325,6755674587566096,30,0.833000004291534,0,0,0.0670000016689301,0.0670000016689301,0.0329999998211861
1237657591390470162,16.57821,15.86594,15.61018,15.6231,15.5063,159.151435086838,52.8505702544662,6755674587430928,62,0.435000002384186,0.0160000007599592,0,0.12899999320507,0.273999989032745,0.144999995827675
1237657591392698476,18.87995,17.82695,17.54174,17.23948,17.14085,167.300128436685,54.4527760159896,148619062925099080,36,0.444000005722046,0,0.138999998569489,0,0.305999994277954,0.111000001430511
1237657591393288251,16.85542,15.87677,15.44218,15.26384,15.1331,169.535227899451,54.8412257311967,6755674587430928,68,0.308999985456467,0.0149999996647239,0.0149999996647239,0.559000015258789,0.0590000003576279,0.0439999997615814
1237657591393353859,18.89435,17.54156,16.9435,16.5675,16.37103,169.891454710606,54.8070152323571,6755674587430928,36,0.416999995708466,0.0560000017285347,0.111000001430511,0.333000004291534,0.0829999968409538,0
1237657591393353859,18.89435,17.54156,16.9435,16.5675,16.37103,169.891454710606,54.8070152323571,6755674587430928,55,0.435999989509583,0,0.0549999997019768,0.200000002980232,0.308999985456467,0
1237657591394861283,16.76339,15.52031,15.12741,15.00391,14.85806,175.879716978063,55.4788626363347,6755674587430928,28,0.0359999984502792,0.0359999984502792,0,0.929000020027161,0,0
1237657591396040928,18.97652,17.97343,17.51027,17.36617,17.43619,180.464330542155,55.5835408567969,15762873842302992,27,0.407000005245209,0,0,0.370000004768372,0.185000002384186,0.0370000004768372
1237657591396237423,18.34717,16.50656,15.66513,15.28858,14.97038,181.331772296699,55.6513458993994,6755674587430928,26,0,0.0379999987781048,0.962000012397766,0,0,0
1237657591396433972,17.42647,16.32133,15.91059,15.73044,15.63433,182.044717826991,55.7465373262306,6755674587430928,38,0.711000025272369,0.0260000005364418,0.0260000005364418,0.158000007271767,0.0790000036358833,0
1237657591397875842,18.77416,16.92354,16.0895,15.6917,15.35925,188.112623824086,55.7027889574214,6755674587430928,24,0.708000004291534,0.0829999968409538,0.0419999994337559,0.0829999968409538,0.0829999968409538,0
1237657591924916329,18.94334,17.88415,17.45284,17.20424,17.02462,150.709597143555,50.9093535172202,6755674587562000,39,0.486999988555908,0.0509999990463257,0.0769999995827675,0.282000005245209,0.103000000119209,0
1237657591926489193,18.47041,17.33129,16.88127,16.61769,16.49068,155.90980167675,52.5502057657612,6755674587430928,63,0.349000006914139,0.0320000015199184,0.270000010728836,0.28600001335144,0.0480000004172325,0.0160000007599592
1237657591927144607,18.35248,16.47548,15.56106,15.08771,14.71317,158.221427103582,53.1149172359415,4503874773745680,64,0.172000005841255,0,0.0469999983906746,0.108999997377396,0.0160000007599592,0.656000018119812
1237657591927144660,18.36359,16.3486,15.40501,14.95312,14.58822,158.20936338259,53.1389170697956,6755674587566096,53,0.810999989509583,0.0189999993890524,0.0189999993890524,0.131999999284744,0.0189999993890524,0
1237657591927210260,18.71463,17.1068,16.34342,15.97684,15.76854,158.546584504847,53.1358552688641,4503599921004544,59,0.626999974250793,0,0.017000000923872,0.202999994158745,0.0509999990463257,0.101999998092651
1237657591928455358,18.96024,17.83423,17.30114,16.92559,16.73208,162.923810504231,54.0838044409626,4503874840854600,44,0.432000011205673,0.0230000000447035,0.0230000000447035,0.409000009298325,0.068000003695488,0.0450000017881393
1237657591928586364,16.94916,16.14616,15.31513,15.93297,15.34214,163.554221692875,54.2871014079213,6755674587430928,33,0.151999995112419,0.0299999993294477,0.0299999993294477,0.303000003099442,0.211999997496605,0.273000001907349
1237657591928979716,18.0438,16.49626,16.2616,16.1063,15.96618,165.000727866912,54.4254492505723,6755674587566096,30,0.367000013589859,0,0.0329999998211861,0,0.532999992370605,0.0670000016689301
1237657591929372797,18.62859,17.37069,16.73289,16.36196,16.12331,166.384169051285,54.7044076919453,6755674587566096,38,0,0.894999980926514,0.0529999993741512,0.0260000005364418,0,0.0260000005364418
1237657591930880154,18.32688,16.28522,15.42767,14.96037,14.61613,172.3849077594,55.4223999665085,6755674587566096,25,0.119999997317791,0,0,0,0.879999995231628,0
1237657591931469894,17.19317,15.1691,14.18758,13.76847,13.45967,174.785726444439,55.6644944745854,4503874773880848,29,0.828000009059906,0.137999996542931,0,0,0.034000001847744,0
1237657591931928647,17.85051,16.8775,16.52939,16.41366,16.39706,176.641973869384,55.8213821112731,6755674587562000,40,0.425000011920929,0,0.174999997019768,0.0750000029802322,0.200000002980232,0.125
1237657593537102220,17.08215,15.28718,14.44483,14.02504,13.70876,120.57608038303,32.6022158054405,6755674587566096,40,0.425000011920929,0.300000011920929,0.025000000372529,0.25,0,0
1237657593538543950,18.37016,17.39363,16.96842,16.62261,16.47218,123.153654071713,35.1529134145312,4503874790522880,51,0.430999994277954,0.0199999995529652,0.175999999046326,0.175999999046326,0.195999994874001,0
1237657593539723624,18.107,16.86712,16.37105,16.07615,15.8616,125.383642169287,37.1780968423166,6755674587430928,57,0.104999996721745,0.560999989509583,0.0179999992251396,0.210999995470047,0.0529999993741512,0.0529999993741512
1237657593541165159,17.51988,16.52357,16.14305,15.97109,15.8058,128.30301282574,39.5138282014965,6755674587430928,58,0.776000022888184,0.034000001847744,0.017000000923872,0.137999996542931,0.034000001847744,0
1237657594072400263,18.67127,17.5587,17.19526,16.89328,16.77352,117.44745805139,30.0438642184275,6755674587562000,35,0.400000005960464,0,0.28600001335144,0.14300000667572,0,0.171000003814697
1237657594077708597,17.74933,15.74999,14.7335,14.30792,13.93132,127.351890264163,39.1819362757249,6755674587566096,23,0.912999987602234,0,0,0.0430000014603138,0,0.0430000014603138
1237657594078036114,18.39408,16.56836,15.7044,15.25272,14.92941,127.930992477359,39.6688924119793,4503874773880848,29,0.172000005841255,0,0.24099999666214,0.0689999982714653,0,0.517000019550323
1237657594606649751,17.82608,15.92675,15.05015,14.6312,14.30613,112.952151545297,25.6951351511275,6755674587566096,53,0.981000006198883,0,0,0.0189999993890524,0,0
1237657594606649934,16.55393,15.19492,14.57299,14.23161,14.01436,112.954569454689,25.6161570485594,6755674587566096,28,0,0,1,0,0,0
1237657594606780614,16.68841,15.17161,14.43867,14.1167,13.773,113.058410598912,25.9063326695986,6755674587566096,44,0.0230000000447035,0.976999998092651,0,0,0,0
1237657594606780778,18.8746,17.31318,16.67249,16.2815,16.09534,113.142388015431,25.9068224916304,4503874773880848,43,0.488000005483627,0,0.163000002503395,0.209000006318092,0.140000000596046,0
1237657594606780851,18.41976,17.14804,16.58282,16.16422,15.94941,113.162786241013,25.9015255517693,6755674587566096,33,0,0,0.485000014305115,0.090999998152256,0.090999998152256,0.333000004291534
1237657594606846575,18.18057,16.71745,16.00099,15.6359,15.31966,113.256019582939,26.0676747842422,6755674587430928,27,0.74099999666214,0,0.0370000004768372,0.222000002861023,0,0
1237657594607436249,17.08076,15.93165,15.42981,15.1605,14.89853,114.030534613808,27.071641363337,6755674587430928,25,0.239999994635582,0.0399999991059303,0.0799999982118607,0.400000005960464,0.0399999991059303,0.200000002980232
1237657594607567253,18.85228,16.82618,15.91736,15.45968,15.14769,114.427313147861,27.2572570807029,4503874773880848,34,0.794000029563904,0,0.028999999165535,0.028999999165535,0,0.146999999880791
1237657594609205477,18.6674,17.19405,16.51155,16.11933,15.80407,116.908285684343,30.3535264346363,4503874773745680,36,0.138999998569489,0.0829999968409538,0,0.777999997138977,0,0
1237657594609402369,17.99357,16.51551,15.72374,15.29554,14.97616,117.270027800237,30.6570736941351,6755674587566096,37,0.919000029563904,0.0270000007003546,0,0.0540000014007092,0,0
1237650794607804600,18.77294,17.41501,16.80745,16.4369,16.21223,142.528394241038,-1.15682294093249,4503874840985672,66,0.34799998998642,0.0149999996647239,0.409000009298325,0.211999997496605,0.0149999996647239,0
1237650794607870164,18.33962,17.23087,16.7692,16.52987,16.35297,142.680536972119,-1.06353256584968,4503874840985672,61,0.524999976158142,0,0.0820000022649765,0.294999986886978,0.0979999974370003,0
1237650794608590977,18.8233,17.75184,16.9437,16.51881,16.34371,144.328574583893,-1.08266357104101,6755674587430928,65,0.600000023841858,0.0769999995827675,0,0.215000003576279,0.108000002801418,0
1237650794609049744,17.7262,15.75583,14.84658,14.4214,14.08334,145.374115934085,-1.24928407351235,6755674587562000,33,0.970000028610229,0,0,0.0299999993294477,0,0
1237650794610163901,18.61042,16.81178,15.96481,15.55264,15.23672,147.987419566916,-1.25873307452244,4503874798911488,28,0.28600001335144,0.321000009775162,0,0.321000009775162,0.0359999984502792,0.0359999984502792
1237650794610426072,18.98131,16.71054,15.57147,15.10434,14.73785,148.542437352053,-1.19457709498586,6755674587566096,76,0.961000025272369,0,0,0.0260000005364418,0.0130000002682209,0
1237650804267417747,18.67855,16.58569,15.5965,15.13899,14.78195,151.280733358706,-2.28963961571632,6755674587566096,34,0.882000029087067,0,0,0.0590000003576279,0.028999999165535,0.028999999165535
1237650804800225463,18.56632,17.34382,16.83512,16.49042,16.30701,141.970670262652,-1.61712471741879,4503874773745664,29,0.344999998807907,0.207000002264977,0.172000005841255,0.207000002264977,0.034000001847744,0.034000001847744
1237651066278117513,18.29987,16.77429,16.0625,15.65832,15.34802,177.78772370483,64.7729430067669,6755674587430928,31,0.194000005722046,0,0.0649999976158142,0.741999983787537,0,0
1237651066812760230,17.67202,16.55466,16.07476,15.78265,15.56496,166.035402128681,64.0798071095784,4503874840854600,63,0.254000008106232,0.0320000015199184,0,0.666999995708466,0.0480000004172325,0
1237651066812760230,17.67202,16.55466,16.07476,15.78265,15.56496,166.035402128681,64.0798071095784,4503874840854600,34,0.175999999046326,0.0879999995231628,0.0590000003576279,0.293999999761581,0.381999999284744,0
1237651066813612106,17.5983,16.41463,15.93937,15.57569,15.42362,170.439140524998,64.7053371067153,6755674587430928,34,0.206000000238419,0.0590000003576279,0.0590000003576279,0.175999999046326,0.5,0
1237651066813612106,17.5983,16.41463,15.93937,15.57569,15.42362,170.439140524998,64.7053371067153,6755674587430928,26,0.231000006198883,0.345999985933304,0,0.268999993801117,0.0379999987781048,0.115000002086163
1237651067351859432,18.70602,17.80542,17.53341,17.42563,17.44919,177.558087455148,65.5001724362035,6755674587430928,55,0.181999996304512,0.0179999992251396,0,0.726999998092651,0.0729999989271164,0
1237651067353038970,16.64801,15.0025,14.20497,13.81354,13.52295,184.207459117448,65.8298779867901,6755674587566096,30,0.232999995350838,0,0,0.767000019550323,0,0
1237651067354284046,18.8084,16.93581,16.09934,15.69489,15.37092,190.931519546181,65.5977749329142,2310346883987574800,32,0.968999981880188,0.0309999994933605,0,0,0,0
1237651067886370945,17.84787,16.36111,15.63183,15.25398,14.94098,164.813891041621,64.8224548175343,4503874773745664,67,0.328000009059906,0.194000005722046,0.0299999993294477,0.448000013828278,0,0
1237651067886436539,16.79732,15.01149,14.23265,13.83464,13.53802,165.342538556002,64.7705225967712,6755674587566096,23,0.17399999499321,0.391000002622604,0.0869999974966049,0.34799998998642,0,0
1237651067886502027,18.12849,16.12528,15.22837,14.79544,14.47738,165.28750240955,64.9462407886517,6755674587566096,35,0.885999977588654,0,0,0.0860000029206276,0.028999999165535,0
1237651067886502075,18.3567,16.36697,15.43289,14.97,14.60224,165.499515239134,64.9047161137882,6755674587430928,23,0.261000007390976,0,0,0.695999979972839,0.0430000014603138,0
1237651067886502103,18.75553,17.40087,16.65923,16.21528,15.88493,165.640485365783,64.804608831788,4503874840854600,32,0.125,0,0,0.875,0,0
1237651067886764057,16.38536,14.95759,14.24993,13.89987,13.60606,166.806217971218,65.0981125558451,4503874773880848,31,0.0970000028610229,0,0,0.0320000015199184,0.0320000015199184,0.83899998664856
1237651067887157365,18.40699,17.37331,17.06024,16.83749,16.64946,168.841155342327,65.3750526446276,6755674587430928,64,0.141000002622604,0.0160000007599592,0.0160000007599592,0.796999990940094,0.0309999994933605,0
1237651067887288529,18.05681,16.13987,15.25437,14.85104,14.52787,169.761595301555,65.393833989599,6755674587430928,32,0.968999981880188,0,0.0309999994933605,0,0,0
1237651067887288547,18.48426,16.57566,15.7184,15.27775,14.98456,169.771532864428,65.4188491858019,6755674587430928,42,0.476000010967255,0.261999994516373,0.0480000004172325,0.214000001549721,0,0
1237651067887354070,17.24585,15.43718,14.56729,14.13676,13.82682,170.047343895146,65.4905294696036,6755674587566096,37,0.945999979972839,0,0,0.0270000007003546,0.0270000007003546,0
1237651067887485092,18.90832,17.00853,16.13144,15.75817,15.46136,170.813151662861,65.5451634538471,6755674587430928,31,0.709999978542328,0.0649999976158142,0,0.0970000028610229,0.0970000028610229,0.0320000015199184
1237651067887681759,18.88475,17.79689,17.54931,17.44415,17.37053,171.823528614589,65.6010573126534,6755674587430928,39,0.435999989509583,0,0.0509999990463257,0.256000012159348,0.256000012159348,0
1237651067888206006,17.30767,15.42127,14.56831,14.15722,13.84582,174.68349323227,65.9034978196615,6755674587566096,15,0.0670000016689301,0.933000028133392,0,0,0,0
1237651067889844404,18.94006,17.15674,16.69936,16.37863,16.25377,183.892363576369,66.1328622898991,6755674620985360,31,0.418999999761581,0.0649999976158142,0,0.194000005722046,0.323000013828278,0
1237651067889909771,14.48426,12.66632,11.9385,11.53573,11.31391,183.999405350586,66.2308491314407,6755674604343312,50,0.620000004768372,0.0799999982118607,0.0199999995529652,0.239999994635582,0.0399999991059303,0
1237651067890761843,17.71003,16.64042,16.24679,16.04246,15.915,189.009485512568,66.1049740636223,4503874840854600,28,0.214000001549721,0,0,0.679000020027161,0.10700000077486,0
1237651249885610077,16.49623,15.35806,14.79741,14.48727,14.27481,170.878511301171,63.3672401975426,6755674587566096,46,0.825999975204468,0.0430000014603138,0,0.108999997377396,0.0219999998807907,0
1237651250958434456,18.69026,16.99166,16.11263,15.61053,15.23219,165.859720360059,63.6145297287973,6755674587562000,29,0.0689999982714653,0,0.172000005841255,0.75900000333786,0,0
1237651250958434461,18.61346,17.87706,17.75061,17.68757,17.57813,165.853083460681,63.6731037427584,6755674587430928,29,0.414000004529953,0,0,0.275999993085861,0.310000002384186,0
1237651252582875204,18.63578,16.79715,15.90695,15.49465,15.15987,231.861590238577,57.3505657742703,6755674587566096,24,0.916999995708466,0,0.0419999994337559,0,0.0419999994337559,0
1237651252583530650,18.61064,17.41726,16.91393,16.57867,16.38594,233.865819174413,56.3059128071755,4503874773745664,50,0.600000023841858,0.0599999986588955,0.0199999995529652,0.159999996423721,0.159999996423721,0
1237651737920667776,18.75439,17.09221,16.32297,15.95578,15.66329,217.037298635165,3.35446754426323,6755674587430928,29,0.861999988555908,0.034000001847744,0,0.103000000119209,0,0
1237651737930629583,18.66881,16.67392,15.71136,15.23624,14.88681,239.943279953514,2.68860087161778,6755674587430928,60,0.133000001311302,0.100000001490116,0.0329999998211861,0.100000001490116,0,0.633000016212463
1237651737931153481,17.17994,15.48033,14.63223,14.18399,13.82234,241.036544724829,2.62012645997062,6755674587430928,34,0.824000000953674,0,0,0.146999999880791,0.028999999165535,0
1237651752390885409,18.54436,16.47938,15.37642,14.9162,14.55192,159.847857357086,1.02255529057135,6755674587562000,54,0.870000004768372,0.0189999993890524,0.0189999993890524,0.0189999993890524,0.0560000017285347,0.0189999993890524
1237651799625302348,18.95722,17.48796,16.77604,16.42679,16.14242,154.095238293035,-1.07337082374696,6755674587430928,19,0.158000007271767,0,0.104999996721745,0.684000015258789,0.0529999993741512,0
1237651801770492160,18.96757,18.16683,18.03655,17.85095,17.86144,148.920292808168,0.540050056211965,4503874773745664,21,0.523999989032745,0,0,0.189999997615814,0.238000005483627,0.0480000004172325
1237651801770950770,17.14327,15.53674,14.76389,14.24484,14.01707,149.914731490584,0.586706530170961,6755674587430928,54,0.111000001430511,0.0189999993890524,0,0.0560000017285347,0.592999994754791,0.222000002861023
1237651801770950770,17.14327,15.53674,14.76389,14.24484,14.01707,149.914731490584,0.586706530170961,6755674587430928,38,0.104999996721745,0.0790000036358833,0.0529999993741512,0.104999996721745,0.0529999993741512,0.605000019073486
1237651801771344018,18.65423,17.42917,16.8234,16.49142,16.27253,150.817161256005,0.548236411815292,6755674587430928,23,0.564999997615814,0.0869999974966049,0.0430000014603138,0.261000007390976,0.0430000014603138,0
1237655473968775656,18.4498,16.7015,15.91375,15.5387,15.24975,250.176474903679,39.7856312692292,6755674587430928,26,0.846000015735626,0,0,0.115000002086163,0.0379999987781048,0
1237655473968840819,18.64841,17.67954,17.43852,17.39145,17.4605,250.315454484527,39.7498925031718,4503874773880848,36,0.0829999968409538,0.222000002861023,0,0.305999994277954,0.0560000017285347,0.333000004291534
1237655473968906315,17.63014,16.81184,16.96032,16.8567,16.59214,250.442348433333,39.6434684801274,4503599905411088,58,0,0,0.948000013828278,0,0.017000000923872,0.034000001847744
1237655473975984383,18.67345,17.56884,17.07214,16.70533,16.53476,260.940865858069,26.0480032398516,6755674587430928,26,0.345999985933304,0,0.5,0.0769999995827675,0.0769999995827675,0
1237655473975984610,18.71094,17.60722,17.02371,16.64173,16.41818,260.879237638126,26.0773678270033,6755674587566096,31,0.194000005722046,0.0970000028610229,0.418999999761581,0.225999996066093,0.0320000015199184,0.0320000015199184
1237655473975984747,18.90363,17.19126,16.33662,15.88798,15.57332,261.000631048361,26.0696305262243,6755674587430928,60,0.232999995350838,0.017000000923872,0.666999995708466,0.0500000007450581,0.0329999998211861,0
1237655473975984843,18.36656,16.85433,16.03268,15.56532,15.2399,260.948194033506,26.0074049920757,6755674587430928,23,0,0.0430000014603138,0.957000017166138,0,0,0
1237655473976050307,18.96373,16.95666,15.98121,15.52113,15.15225,261.033364748329,25.9524431435134,6755674587430928,27,0.925999999046326,0,0,0.0740000009536743,0,0
1237655473976705657,17.17958,15.79147,15.23198,14.93186,14.76906,261.75622196232,24.6018417895996,6755674587562000,29,0.034000001847744,0,0.930999994277954,0.034000001847744,0,0
1237655493294096660,17.91054,15.94181,14.9018,14.46326,14.12662,200.959733861212,-3.58305424136012,6755674587430928,57,0.964999973773956,0,0,0.0179999992251396,0.0179999992251396,0
1237655493294162140,18.0813,17.01594,16.62602,16.42994,16.29248,201.11096451403,-3.47296940818361,6755674587430928,38,0.657999992370605,0.0260000005364418,0,0.210999995470047,0.104999996721745,0
1237655493294162153,18.59072,16.67446,15.69989,15.27385,14.92339,201.128805346093,-3.52917557480265,6755674587566096,36,0.944000005722046,0,0,0.0560000017285347,0,0
1237655493295538266,17.85803,15.87322,14.93137,14.47117,14.14473,204.184503423802,-3.49790601633236,6755674587566096,36,0.111000001430511,0,0,0,0.0280000008642673,0.861000001430511
1237655493295538268,18.44777,16.63115,15.75233,15.2715,14.93345,204.183424409467,-3.50086154362744,4503874773880848,17,0.0590000003576279,0.118000000715256,0,0.0590000003576279,0.0590000003576279,0.705999970436096
1237655493835030570,16.94054,15.11403,14.25948,13.84028,13.52787,210.152556454876,-2.90909812536675,6755674587566096,54,0.370000004768372,0.0560000017285347,0,0.0930000022053719,0,0.481000006198883
1237655493835554951,18.94062,17.39461,16.69239,16.28372,15.96597,211.391935740217,-2.95325165508024,6755674587566096,36,0.138999998569489,0.416999995708466,0.0280000008642673,0.416999995708466,0,0
1237655493836538000,17.87827,16.61711,16.02971,15.68965,15.461,213.65979472419,-2.9960063799406,6755674587430928,48,0.0209999997168779,0,0.958000004291534,0,0,0.0209999997168779
1237655494369738809,17.11397,16.11489,15.85269,15.68969,15.54528,205.322094351588,-2.71750028745204,6755674587566096,65,0.168999999761581,0,0.0769999995827675,0.137999996542931,0.615000009536743,0
1237655494372950033,16.86329,16.59339,16.50767,16.71434,16.70393,212.549903680053,-2.55743283988105,4503874773880848,30,0.0670000016689301,0.0329999998211861,0.0329999998211861,0.0329999998211861,0.200000002980232,0.633000016212463
1237655494908969310,18.981,17.64333,17.09097,16.74704,16.52146,210.698140328404,-2.24988708581124,6755674587562000,60,0.566999971866608,0.0829999968409538,0.0500000007450581,0.266999989748001,0.0329999998211861,0
1237655494909100196,18.98568,17.49741,16.94402,16.69117,16.62229,210.893227328535,-2.13345263478343,4521466959921168,40,0.324999988079071,0,0,0.300000011920929,0.200000002980232,0.174999997019768
